LAMMPS data file via write_data, version 19 Mar 2020, timestep = 0

2048 atoms
2 atom types

0.0000000000000000e+00 2.3103216000000000e+01 xlo xhi
0.0000000000000000e+00 2.3103216000000000e+01 ylo yhi
0.0000000000000000e+00 4.6206432000000000e+01 zlo zhi

Masses

1 58.71
2 26.982

Atoms # atomic

1 1 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
129 1 0.0000000000000000e+00 0.0000000000000000e+00 2.8879020000000000e+00 0 0 0
257 1 0.0000000000000000e+00 0.0000000000000000e+00 5.7758039999999999e+00 0 0 0
385 1 0.0000000000000000e+00 0.0000000000000000e+00 8.6637059999999995e+00 0 0 0
513 1 0.0000000000000000e+00 0.0000000000000000e+00 1.1551608000000000e+01 0 0 0
641 1 0.0000000000000000e+00 0.0000000000000000e+00 1.4439510000000000e+01 0 0 0
769 1 0.0000000000000000e+00 0.0000000000000000e+00 1.7327411999999999e+01 0 0 0
897 1 0.0000000000000000e+00 0.0000000000000000e+00 2.0215313999999999e+01 0 0 0
17 1 0.0000000000000000e+00 2.8879020000000000e+00 0.0000000000000000e+00 0 0 0
145 1 0.0000000000000000e+00 2.8879020000000000e+00 2.8879020000000000e+00 0 0 0
273 1 0.0000000000000000e+00 2.8879020000000000e+00 5.7758039999999999e+00 0 0 0
401 1 0.0000000000000000e+00 2.8879020000000000e+00 8.6637059999999995e+00 0 0 0
529 1 0.0000000000000000e+00 2.8879020000000000e+00 1.1551608000000000e+01 0 0 0
657 1 0.0000000000000000e+00 2.8879020000000000e+00 1.4439510000000000e+01 0 0 0
785 1 0.0000000000000000e+00 2.8879020000000000e+00 1.7327411999999999e+01 0 0 0
913 1 0.0000000000000000e+00 2.8879020000000000e+00 2.0215313999999999e+01 0 0 0
33 1 0.0000000000000000e+00 5.7758039999999999e+00 0.0000000000000000e+00 0 0 0
161 1 0.0000000000000000e+00 5.7758039999999999e+00 2.8879020000000000e+00 0 0 0
289 1 0.0000000000000000e+00 5.7758039999999999e+00 5.7758039999999999e+00 0 0 0
417 1 0.0000000000000000e+00 5.7758039999999999e+00 8.6637059999999995e+00 0 0 0
545 1 0.0000000000000000e+00 5.7758039999999999e+00 1.1551608000000000e+01 0 0 0
673 1 0.0000000000000000e+00 5.7758039999999999e+00 1.4439510000000000e+01 0 0 0
801 1 0.0000000000000000e+00 5.7758039999999999e+00 1.7327411999999999e+01 0 0 0
929 1 0.0000000000000000e+00 5.7758039999999999e+00 2.0215313999999999e+01 0 0 0
49 1 0.0000000000000000e+00 8.6637059999999995e+00 0.0000000000000000e+00 0 0 0
177 1 0.0000000000000000e+00 8.6637059999999995e+00 2.8879020000000000e+00 0 0 0
305 1 0.0000000000000000e+00 8.6637059999999995e+00 5.7758039999999999e+00 0 0 0
433 1 0.0000000000000000e+00 8.6637059999999995e+00 8.6637059999999995e+00 0 0 0
561 1 0.0000000000000000e+00 8.6637059999999995e+00 1.1551608000000000e+01 0 0 0
689 1 0.0000000000000000e+00 8.6637059999999995e+00 1.4439510000000000e+01 0 0 0
817 1 0.0000000000000000e+00 8.6637059999999995e+00 1.7327411999999999e+01 0 0 0
945 1 0.0000000000000000e+00 8.6637059999999995e+00 2.0215313999999999e+01 0 0 0
65 1 0.0000000000000000e+00 1.1551608000000000e+01 0.0000000000000000e+00 0 0 0
193 1 0.0000000000000000e+00 1.1551608000000000e+01 2.8879020000000000e+00 0 0 0
321 1 0.0000000000000000e+00 1.1551608000000000e+01 5.7758039999999999e+00 0 0 0
449 1 0.0000000000000000e+00 1.1551608000000000e+01 8.6637059999999995e+00 0 0 0
577 1 0.0000000000000000e+00 1.1551608000000000e+01 1.1551608000000000e+01 0 0 0
705 1 0.0000000000000000e+00 1.1551608000000000e+01 1.4439510000000000e+01 0 0 0
833 1 0.0000000000000000e+00 1.1551608000000000e+01 1.7327411999999999e+01 0 0 0
961 1 0.0000000000000000e+00 1.1551608000000000e+01 2.0215313999999999e+01 0 0 0
81 1 0.0000000000000000e+00 1.4439510000000000e+01 0.0000000000000000e+00 0 0 0
209 1 0.0000000000000000e+00 1.4439510000000000e+01 2.8879020000000000e+00 0 0 0
337 1 0.0000000000000000e+00 1.4439510000000000e+01 5.7758039999999999e+00 0 0 0
465 1 0.0000000000000000e+00 1.4439510000000000e+01 8.6637059999999995e+00 0 0 0
593 1 0.0000000000000000e+00 1.4439510000000000e+01 1.1551608000000000e+01 0 0 0
721 1 0.0000000000000000e+00 1.4439510000000000e+01 1.4439510000000000e+01 0 0 0
849 1 0.0000000000000000e+00 1.4439510000000000e+01 1.7327411999999999e+01 0 0 0
977 1 0.0000000000000000e+00 1.4439510000000000e+01 2.0215313999999999e+01 0 0 0
97 1 0.0000000000000000e+00 1.7327411999999999e+01 0.0000000000000000e+00 0 0 0
225 1 0.0000000000000000e+00 1.7327411999999999e+01 2.8879020000000000e+00 0 0 0
353 1 0.0000000000000000e+00 1.7327411999999999e+01 5.7758039999999999e+00 0 0 0
481 1 0.0000000000000000e+00 1.7327411999999999e+01 8.6637059999999995e+00 0 0 0
609 1 0.0000000000000000e+00 1.7327411999999999e+01 1.1551608000000000e+01 0 0 0
737 1 0.0000000000000000e+00 1.7327411999999999e+01 1.4439510000000000e+01 0 0 0
865 1 0.0000000000000000e+00 1.7327411999999999e+01 1.7327411999999999e+01 0 0 0
993 1 0.0000000000000000e+00 1.7327411999999999e+01 2.0215313999999999e+01 0 0 0
113 1 0.0000000000000000e+00 2.0215313999999999e+01 0.0000000000000000e+00 0 0 0
241 1 0.0000000000000000e+00 2.0215313999999999e+01 2.8879020000000000e+00 0 0 0
369 1 0.0000000000000000e+00 2.0215313999999999e+01 5.7758039999999999e+00 0 0 0
497 1 0.0000000000000000e+00 2.0215313999999999e+01 8.6637059999999995e+00 0 0 0
625 1 0.0000000000000000e+00 2.0215313999999999e+01 1.1551608000000000e+01 0 0 0
753 1 0.0000000000000000e+00 2.0215313999999999e+01 1.4439510000000000e+01 0 0 0
881 1 0.0000000000000000e+00 2.0215313999999999e+01 1.7327411999999999e+01 0 0 0
1009 1 0.0000000000000000e+00 2.0215313999999999e+01 2.0215313999999999e+01 0 0 0
3 1 2.8879020000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
131 1 2.8879020000000000e+00 0.0000000000000000e+00 2.8879020000000000e+00 0 0 0
259 1 2.8879020000000000e+00 0.0000000000000000e+00 5.7758039999999999e+00 0 0 0
387 1 2.8879020000000000e+00 0.0000000000000000e+00 8.6637059999999995e+00 0 0 0
515 1 2.8879020000000000e+00 0.0000000000000000e+00 1.1551608000000000e+01 0 0 0
643 1 2.8879020000000000e+00 0.0000000000000000e+00 1.4439510000000000e+01 0 0 0
771 1 2.8879020000000000e+00 0.0000000000000000e+00 1.7327411999999999e+01 0 0 0
899 1 2.8879020000000000e+00 0.0000000000000000e+00 2.0215313999999999e+01 0 0 0
19 1 2.8879020000000000e+00 2.8879020000000000e+00 0.0000000000000000e+00 0 0 0
147 1 2.8879020000000000e+00 2.8879020000000000e+00 2.8879020000000000e+00 0 0 0
275 1 2.8879020000000000e+00 2.8879020000000000e+00 5.7758039999999999e+00 0 0 0
403 1 2.8879020000000000e+00 2.8879020000000000e+00 8.6637059999999995e+00 0 0 0
531 1 2.8879020000000000e+00 2.8879020000000000e+00 1.1551608000000000e+01 0 0 0
659 1 2.8879020000000000e+00 2.8879020000000000e+00 1.4439510000000000e+01 0 0 0
787 1 2.8879020000000000e+00 2.8879020000000000e+00 1.7327411999999999e+01 0 0 0
915 1 2.8879020000000000e+00 2.8879020000000000e+00 2.0215313999999999e+01 0 0 0
35 1 2.8879020000000000e+00 5.7758039999999999e+00 0.0000000000000000e+00 0 0 0
163 1 2.8879020000000000e+00 5.7758039999999999e+00 2.8879020000000000e+00 0 0 0
291 1 2.8879020000000000e+00 5.7758039999999999e+00 5.7758039999999999e+00 0 0 0
419 1 2.8879020000000000e+00 5.7758039999999999e+00 8.6637059999999995e+00 0 0 0
547 1 2.8879020000000000e+00 5.7758039999999999e+00 1.1551608000000000e+01 0 0 0
