step temp press vol ke pe density
40000 1814.0815794581517366 -3533.7340605618469453 17346.548384947760496 321.48366221155049516 -5461.6989631296719381 7.740137012873591793
41000 1854.3635095442889451 -1426.9669502386182103 17328.573017628415982 328.62225098929945943 -5458.6814347744511906 7.7481660528739952909
42000 1818.2448557966311 4256.4518308567066924 17265.218987803018535 322.22145997061977596 -5457.7113176680177276 7.7765976379904477866
43000 1811.5427656460240087 -4021.4806954442906317 17392.771496143926925 321.03374464927645704 -5449.5321265318925725 7.7195667884042515894
44000 1792.8159435464235685 -543.03167683859851422 17333.401866196621995 317.71505853375902007 -5458.0156640808763768 7.7460075198382156714
45000 1738.0848915644596673 320.25287118052813184 17399.562444524330203 308.01585910023192127 -5435.0200422133575557 7.7165538862266096487
46000 1740.2284335324350195 -3558.4856695098715136 17298.408664475944533 308.39572830224136624 -5472.9944203028380798 7.7616770307700635456
47000 1785.4071659268074654 9030.3125911193983484 17267.338340680762485 316.40210712703310492 -5444.920949590170494 7.7756431565146142404
48000 1781.0237962210037495 -7461.4460411678828677 17403.979106774200773 315.62530537687706556 -5455.3881796203986596 7.7145956321952011692
49000 1834.8044119570897692 6968.1858053177156762 17263.021909036266152 325.15607262494825136 -5456.4207075008862375 7.7775873718642758448
50000 1805.776875102142867 -2372.9341262969442141 17329.601691122687043 320.01193855800266874 -5458.8947162366257544 7.747706126951296568
51000 1768.1231325116182234 -6854.1617171284415235 17373.737612960161641 313.33910575872556592 -5463.4196201108770765 7.7280239975409985576
52000 1845.5878367064012764 1010.2216936790835007 17317.676268129001983 327.06706434596378585 -5454.9375083092945715 7.7530414081613221455
53000 1741.6400192524840804 2664.6384959238416741 17256.088575027573825 308.6458833955654768 -5467.8673305877437087 7.7807123332827607953
54000 1803.7841458324962787 4250.3862476913736828 17279.140143873824854 319.65879572768221806 -5457.8880325644950062 7.7703323245247943873
55000 1822.9185447573406691 1163.1898801464210464 17295.800282371321373 323.0497108387948515 -5459.7989193163448363 7.7628475703888382142
56000 1828.8939039437595966 -5171.1090308145949166 17400.282579905684543 324.10863805355285194 -5454.6386368892144674 7.7162345256961080153
57000 1797.6614536736362879 337.84387720682957479 17324.745595812117244 318.57375880315083805 -5456.102685444529925 7.7498777951690307475
58000 1762.1213114164615945 2780.4754698391047896 17330.318164873093338 312.27548907937762124 -5443.6366960004961584 7.7473858196140037435
59000 1870.0620804615971338 -4820.4651703102208558 17384.998041864189872 331.40428357655025593 -5455.3580061521743119 7.7230184827527086355
60000 1824.8465847430343274 132.8773753345913633 17322.279116132165655 323.39138971504263509 -5454.0856638593868411 7.7509812825320816287
61000 1815.0817586048003704 -7633.3365451047675379 17355.210750612401171 321.66090961793690894 -5470.6534309035014303 7.7362737410261113169
62000 1859.6083828681735213 3815.5356857358283378 17314.583724825417448 329.55172467068797459 -5449.3885999734284269 7.7544261723965055566
63000 1784.887091382900735 -1458.1978811017136195 17405.551658340649738 316.30994177411213286 -5440.7320442612799525 7.7138986362203496583
64000 1806.4866291380574239 4465.7328814965685524 17289.939034947303298 320.13771808705968169 -5454.7464637271177708 7.7654791568989471884
65000 1757.2632029168064491 3579.136307918307466 17266.001271373981581 311.41455618111365311 -5462.1797850956681941 7.7762452978930172165
66000 1877.1913500883308643 -9420.325090444946909 17491.064307835633372 332.66770179017908049 -5441.7860107341602998 7.6761858990930020852
67000 1805.9082765604543965 4431.3588086879672119 17328.397387438792066 320.03522495400397929 -5443.3823050079972745 7.748244583614183334
68000 1826.8727549659811302 -4614.786858135960756 17393.434484047342266 323.75045880593296488 -5450.3226181687787175 7.7192725406290350065
69000 1840.2287236247602777 -1582.5384764310501851 17286.433800237071409 326.11734559064393579 -5468.8549320759157126 7.7670537920953623967
70000 1759.5078148616919407 1758.7071426252621222 17249.481844386657031 311.81233656566564605 -5468.4190389878040151 7.7836924268904530422
