# Chunk-averaged data for fix 14 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
500000 66 2048
  1 0.583975 30 0.0819445
  2 1.28397 24 0.0655556
  3 1.98397 40 0.109259
  4 2.68397 14 0.0382408
  5 3.38397 50 0.136574
  6 4.08397 10 0.0273148
  7 4.78397 54 0.1475
  8 5.48397 9 0.0245833
  9 6.18397 55 0.150232
  10 6.88397 2 0.00546297
  11 7.58397 62 0.169352
  12 8.28397 3 0.00819445
  13 8.98397 61 0.16662
  14 9.68397 2 0.00546297
  15 10.384 62 0.169352
  16 11.084 1 0.00273148
  17 11.784 63 0.172083
  18 12.484 0 0
  19 13.184 64 0.174815
  20 13.884 1 0.00273148
  21 14.584 63 0.172083
  22 15.284 0 0
  23 15.984 64 0.174815
  24 16.684 0 0
  25 17.384 64 0.174815
  26 18.084 0 0
  27 18.784 64 0.174815
  28 19.484 0 0
  29 20.184 64 0.174815
  30 20.884 0 0
  31 21.584 63 0.172083
  32 22.284 1 0.00273148
  33 22.984 61 0.16662
  34 23.684 3 0.00819445
  35 24.384 61 0.16662
  36 25.084 3 0.00819445
  37 25.784 60 0.163889
  38 26.484 4 0.0109259
  39 27.184 60 0.163889
  40 27.884 4 0.0109259
  41 28.584 57 0.155695
  42 29.284 7 0.0191204
  43 29.984 54 0.1475
  44 30.684 10 0.0273148
  45 31.384 53 0.144769
  46 32.084 11 0.0300463
  47 32.784 53 0.144769
  48 33.484 11 0.0300463
  49 34.184 40 0.109259
  50 34.884 24 0.0655556
  51 35.584 29 0.079213
  52 36.284 35 0.0956019
  53 36.984 20 0.0546297
  54 37.684 44 0.120185
  55 38.384 14 0.0382408
  56 39.084 50 0.136574
  57 39.784 8 0.0218519
  58 40.484 56 0.152963
  59 41.184 7 0.0191204
  60 41.884 57 0.155695
  61 42.584 6 0.0163889
  62 43.284 58 0.158426
  63 43.984 4 0.0109259
  64 44.684 60 0.163889
  65 45.384 2 0.00546297
  66 46.084 32 0.0874074
