# Chunk-averaged data for fix 14 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
250000 60 2048
  1 -0.387816 44 0.0963591
  2 0.412184 48 0.105119
  3 1.21218 16 0.0350397
  4 2.01218 63 0.137969
  5 2.81218 1 0.00218998
  6 3.61218 64 0.140159
  7 4.41218 0 0
  8 5.21218 64 0.140159
  9 6.01218 0 0
  10 6.81218 64 0.140159
  11 7.61218 5 0.0109499
  12 8.41218 59 0.129209
  13 9.21218 25 0.0547495
  14 10.0122 39 0.0854092
  15 10.8122 41 0.0897892
  16 11.6122 23 0.0503695
  17 12.4122 58 0.127019
  18 13.2122 6 0.0131399
  19 14.0122 62 0.135779
  20 14.8122 2 0.00437996
  21 15.6122 64 0.140159
  22 16.4122 0 0
  23 17.2122 64 0.140159
  24 18.0122 2 0.00437996
  25 18.8122 62 0.135779
  26 19.6122 10 0.0218998
  27 20.4122 54 0.118259
  28 21.2122 35 0.0766493
  29 22.0122 29 0.0635094
  30 22.8122 33 0.0722693
  31 23.6122 39 0.0854092
  32 24.4122 36 0.0788393
  33 25.2122 26 0.0569395
  34 26.0122 37 0.0810293
  35 26.8122 32 0.0700794
  36 27.6122 38 0.0832193
  37 28.4122 32 0.0700794
  38 29.2122 36 0.0788393
  39 30.0122 38 0.0832193
  40 30.8122 30 0.0656994
  41 31.6122 33 0.0722693
  42 32.4122 36 0.0788393
  43 33.2122 32 0.0700794
  44 34.0122 33 0.0722693
  45 34.8122 39 0.0854092
  46 35.6122 30 0.0656994
  47 36.4122 31 0.0678894
  48 37.2122 42 0.0919792
  49 38.0122 28 0.0613194
  50 38.8122 32 0.0700794
  51 39.6122 42 0.0919792
  52 40.4122 31 0.0678894
  53 41.2122 41 0.0897892
  54 42.0122 34 0.0744593
  55 42.8122 34 0.0744593
  56 43.6122 33 0.0722693
  57 44.4122 35 0.0766493
  58 45.2122 31 0.0678894
  59 46.0122 36 0.0788393
  60 46.8122 14 0.0306597
