# Chunk-averaged data for fix 14 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
100000 57 1728
  1 -2.90914 34 0.086431
  2 -2.03914 30 0.0762627
  3 -1.16914 31 0.0788048
  4 -0.299141 27 0.0686364
  5 0.570859 33 0.083889
  6 1.44086 28 0.0711785
  7 2.31086 31 0.0788048
  8 3.18086 34 0.086431
  9 4.05086 27 0.0686364
  10 4.92086 34 0.086431
  11 5.79086 32 0.0813469
  12 6.66086 32 0.0813469
  13 7.53086 25 0.0635522
  14 8.40086 31 0.0788048
  15 9.27086 30 0.0762627
  16 10.1409 34 0.086431
  17 11.0109 26 0.0660943
  18 11.8809 32 0.0813469
  19 12.7509 33 0.083889
  20 13.6209 30 0.0762627
  21 14.4909 31 0.0788048
  22 15.3609 29 0.0737206
  23 16.2309 33 0.083889
  24 17.1009 25 0.0635522
  25 17.9709 36 0.0915152
  26 18.8409 27 0.0686364
  27 19.7109 34 0.086431
  28 20.5809 32 0.0813469
  29 21.4509 25 0.0635522
  30 22.3209 40 0.101684
  31 23.1909 25 0.0635522
  32 24.0609 33 0.083889
  33 24.9309 29 0.0737206
  34 25.8009 29 0.0737206
  35 26.6709 32 0.0813469
  36 27.5409 21 0.0533839
  37 28.4109 40 0.101684
  38 29.2809 25 0.0635522
  39 30.1509 32 0.0813469
  40 31.0209 33 0.083889
  41 31.8909 26 0.0660943
  42 32.7609 31 0.0788048
  43 33.6309 35 0.0889731
  44 34.5009 26 0.0660943
  45 35.3709 32 0.0813469
  46 36.2409 29 0.0737206
  47 37.1109 33 0.083889
  48 37.9809 30 0.0762627
  49 38.8509 31 0.0788048
  50 39.7209 28 0.0711785
  51 40.5909 35 0.0889731
  52 41.4609 26 0.0660943
  53 42.3309 32 0.0813469
  54 43.2009 27 0.0686364
  55 44.0709 36 0.0915152
  56 44.9409 29 0.0737206
  57 45.8109 17 0.0432155
