step temp press vol ke pe density
40000 1825.5248906829208408 -6724.2466509916048381 16759.638021289767494 323.51159614904418049 -5643.7900498190210783 8.0111909952577970984
41000 1868.3669104168404829 6359.0006980028256294 16633.030636489067547 331.10387290029916585 -5642.3336810544460604 8.0721706184674975049
42000 1875.8565944370614034 -5579.0629081711931576 16781.416606573788158 332.43116218810899909 -5636.0202232349347469 8.0007942325525291949
43000 1926.5742697580440108 248.74476092451541831 16750.021895145851886 341.41912843266783284 -5628.1212039895563066 8.0157901906293407279
44000 1909.4780087069082128 -4207.1117997631399703 16771.907445817436383 338.38940326755948718 -5635.3125991046308627 8.0053304392291764202
45000 1971.4533421840437768 3842.5813705003479299 16688.407515292426979 349.37240281874989023 -5635.6068441878178419 8.0453848623305326271
46000 1916.2086803040654104 -6911.7032978336910674 16814.11843524548749 339.58218366878247707 -5630.3672459978815823 7.9852334641876518972
47000 1990.0534145975698266 -2340.2333897851408437 16762.984387833406799 352.6686269051476188 -5634.4279143998974178 8.0095917345950784494
48000 1883.0606887205549356 -4352.2276298892438717 16726.87347494640926 333.70784050257958597 -5649.5500707880819391 8.026883290594565068
49000 1906.1572260522461875 9242.0124274240406521 16585.631690357833577 337.80090858169859303 -5650.5452689832254691 8.0952395245815349512
50000 1884.6574573288232841 -1855.3000364104391338 16682.777724670682801 333.99081290343707451 -5654.07905626549109 8.0480998677687036746
51000 1863.7731944388201555 -6965.7702661267967414 16829.788239276313107 330.28979449693719062 -5622.7649961002425698 7.977798608695400695
52000 1906.8248940654541457 5179.6616429732921461 16633.693880359929608 337.91922980851558123 -5647.2346406791275513 8.0718487526374680385
53000 1880.9570795838189952 7321.8122585096216426 16653.924071025128796 333.33504802356577557 -5634.9814602533970174 8.0620435536591319448
54000 1869.2418700893433652 1339.1057772410854341 16632.279129444050341 331.25892945508081766 -5661.9440309979363519 8.0725353485830240174
55000 1942.488752531863156 380.51392646629057026 16651.981282634926174 344.23942398181191038 -5659.9247755152900936 8.0629841531200323601
56000 1922.0901714802955667 -6059.1574470447776548 16791.537775759832584 340.62447600227511657 -5633.5051386014984018 7.9959717205746621005
57000 1929.0653615543585602 4826.8349263889358554 16620.171478586769808 341.86058890647052522 -5654.5747707684840861 8.0784161206111360087
58000 1900.6423188058424785 -2676.0694363231609714 16777.989290943893138 336.82358066083384074 -5628.7905691238174768 8.002428590916291995
59000 1974.5022059659766001 3214.3671586107889198 16682.953983299536048 349.91270922244137864 -5640.6640341438233008 8.0480148380402152242
60000 1870.1265693729410486 -3707.5511782937132921 16759.241073136534396 331.41571202145905772 -5635.2252163713574191 8.0113807429591936682
61000 1928.931329819006578 5507.2123666438110376 16709.336539276802796 341.83683638419068984 -5622.5548584344078336 8.035307738541000333
62000 1956.9036928792716026 -10033.014847571186692 16819.856560011641704 346.79397713196851782 -5639.4738591163586534 7.9825092872161720337
63000 1940.1581097952603159 6322.3265340825792009 16641.423291202510882 343.82639759382902866 -5644.6166344659004608 8.0680996360999852612
64000 1863.2113021477227903 -4428.7825382696610177 16712.493494267375354 330.1902183843985199 -5651.137792017107131 8.0337898857517284767
65000 1933.2834999714011701 -3470.2396860579433451 16724.547152814517176 342.60810908493527904 -5647.8925324461342825 8.0279998001226502424
66000 1971.9009181286953662 3365.6683175375128485 16683.773307027902774 349.45172028464213554 -5637.5109399168213713 8.0476196079323916166
67000 1925.5401303732453471 -4623.0098184310336364 16767.47813285608936 341.2358627403048672 -5639.6467371247608753 8.0074451349272042222
68000 1909.1173323918499136 1397.608013072053609 16676.992779729753238 338.32548577677465573 -5648.8447451343290595 8.0508916069766698342
69000 1913.66566502411888 -2739.625938553276228 16749.327352013351629 339.13152154062106547 -5635.5039086327105906 8.0161225808150149419
70000 1828.2149116261696236 5448.9625121565250083 16630.299432945765147 323.98830998267436598 -5644.9053104340364371 8.0734963156435579634
