step temp press vol ke pe density
40000 697.68302663826875687 -1512.3880269364785818 15864.166208964052203 123.64035719579034378 -5869.6069454261241845 8.4633922408144268701
41000 682.68673351602421917 -4429.5231638540035419 15905.82102715853398 120.98277923064884476 -5866.3147530828136951 8.4412279611775726806
42000 696.74223722666863523 -6368.0827828396086261 15912.29013484816096 123.47363458042627826 -5870.7990473490190197 8.4377961979146611782
43000 697.97741417225518035 -762.61109847079387691 15867.390580409097311 123.69252727656677848 -5867.6057259602002887 8.4616724167430898973
44000 671.08988838384266273 454.94041767339490434 15839.422279890721256 118.92763668060571547 -5871.7178963812029906 8.4766135296737044058
45000 716.35747551232225305 -72.034539332393734412 15858.849925533462738 126.94976195563928911 -5868.4270159803472779 8.466229381726138925
46000 695.93689188399685008 504.09897625540281751 15852.631998765058597 123.3309147749671979 -5867.8230645174280653 8.4695501170024130033
47000 694.85832569839794814 596.33556741876111573 15841.966126406872718 123.13977595783227059 -5872.0917172865401881 8.4752523852536132409
48000 708.23475647768907493 1163.5552221670952804 15859.013226466171545 125.51028895071007696 -5864.7838241184899744 8.4661422046026437727
49000 676.58812016725323701 -254.10456843446942798 15866.814481790628633 119.90200944831042307 -5864.6320205422762228 8.4619796465146883691
50000 729.20936508125487308 -4592.8212434793676948 15890.975980796436488 129.2273180323582551 -5871.4656682660825027 8.449113595174384983
51000 689.96208059913180932 -4929.2932477030117298 15901.528497213248556 122.27208465694404538 -5868.4764561045549272 8.4435066241252680896
52000 702.96789834618346049 -3051.5651850489739445 15888.638523632640499 124.5769192171555062 -5866.7989705735017196 8.4503565865780476685
53000 704.71090726577756413 -946.94250921058301174 15862.249891581124757 124.88580769112694213 -5869.5655760336303501 8.4644147026833582714
54000 675.70717912340023759 1107.1680360095645028 15838.355366324036368 119.74589290086444748 -5870.2175808505235182 8.4771845368120821718
55000 699.61446591047956645 1669.3111271724526432 15849.001491279947004 123.98263847883771405 -5864.7914617176229513 8.4714902244036398571
56000 691.72922028212735768 1062.6394095663392818 15827.462797700998635 122.58524948004888699 -5875.4781369722131785 8.483018593443748756
57000 701.1724108499176964 5233.9897140735929497 15808.775992390597821 124.25873071764658562 -5867.981320153328852 8.4930459679208425428
58000 698.61253824367361176 6180.4008150603158356 15784.70457948944204 123.8050812072997644 -5873.4868261812162018 8.5059977222760032589
59000 701.29589326304608221 5213.9049394845933421 15815.454326024353577 124.28061373483872387 -5867.1128341262574395 8.4894596406885440842
60000 684.42934410787711386 3176.2665407938434328 15819.253799955897193 121.29159711470721561 -5871.1886726888442354 8.487420639291539004
61000 710.65461702690276979 -490.19576731289652116 15856.269383626453418 125.93912613213102247 -5870.3589615638975374 8.4676072253528662515
62000 696.13233607206302622 -479.09830348108704356 15855.722450951352585 123.3655505455130168 -5871.4606264031190221 8.467899309872242597
63000 677.05444846930311087 92.526601716528915631 15846.055521259642774 119.98465012557292653 -5871.6915526187622163 8.4730651751031960117
64000 711.14950485917745482 68.290091788143101326 15851.159664682380026 126.02682800535718854 -5868.2382514644014009 8.4703368106933485393
65000 703.12140035990660181 454.53153353255265756 15853.026085192106621 124.60412217764380216 -5867.7245740541302439 8.4693395745655060125
66000 661.52803594740589688 4669.2875424853036748 15800.757133828450606 117.23312670178198402 -5871.114165208086888 8.497356174944579621
67000 730.81091932710648962 3898.2118393843543345 15808.942953040064822 129.51113852313278585 -5872.6663851326520671 8.4929562715714439491
68000 712.39601529831327298 5778.2073995435548568 15815.309281650595949 126.24772917402349037 -5866.2894876065429344 8.4895374986889908797
69000 692.52914434237925434 3222.974262236881259 15814.514839127616142 122.72700854937239967 -5871.960885636141029 8.4899639708038812103
70000 693.71764110066249032 61.002280727747354661 15852.104399861838829 122.93762878536728067 -5870.1040434068672766 8.4698320054659106404
