step temp press vol ke pe density
0 300 -79187.926086465551634 10404.736863237551006 33.465451540500005478 -3881.4006147741188215 5.9080203695207327286
1000 290.4937630214394062 40.691357881902547433 9874.4336760868882266 32.405016497371576634 -3883.010095684078351 6.2253086449278773884
2000 303.18270850763400404 479.32021522896690158 9889.3734050610146369 33.820487464932547539 -3878.270175467723675 6.2159041639637031551
3000 305.50502301800219129 644.2484559207160828 9892.3572079418481735 34.079545143960963571 -3877.2305828851913247 6.2140292789022817388
4000 314.46102244068418941 -1892.2789019066674427 9906.7785419231277046 35.078600359549334087 -3877.2662207683606539 6.2049834936128185348
5000 320.81190768877695518 -1288.6689702288056196 9904.2000981989567663 35.787051167913752181 -3877.0535396466948441 6.2065988891610768263
6000 330.14544278655870357 -1448.213830344990356 9906.1365173793274153 36.828221056301657654 -3877.1668770248707006 6.2053856435014038695
7000 330.19415316490869827 -508.20177407682962212 9902.0489223205549933 36.833654772322290682 -3876.2615931340710631 6.2079472450338881728
8000 336.45995530405031104 -1018.0663821471007395 9908.0996531628079538 37.532614431821642142 -3876.0587845737609314 6.2041561428874114625
9000 331.24998254189125646 761.38711549953382018 9899.7479157841735287 36.951434128490440401 -3874.6777831709014208 6.2093901633091661552
10000 340.1915862479567636 695.85524514394410289 9902.1125744374821807 37.948883480222747266 -3874.7527315778825141 6.2079073395106023625
11000 350.38338917082933222 -1932.9414793317030217 9917.6234903193690116 39.085794436308475497 -3874.8793512865509001 6.1981983272013847497
12000 347.23519697498642245 -1556.9803173246266397 9917.4291775734036491 38.734608858407938214 -3873.6302350480382302 6.1983197688487541299
13000 343.963914515096576 409.51254308681131988 9910.6864052861001255 38.369692376285499336 -3872.3710077818877835 6.202536818713529243
14000 357.69804603995760317 376.24291034799415456 9910.4012603218488948 39.901755419605798636 -3872.9789616142520572 6.2027152799173679298
15000 366.033330301784531 -188.09901147519403253 9912.816946681959962 40.831568924740672344 -3872.9891523390588191 6.2012037202085643628
16000 367.40979527237493585 209.0174795444238498 9912.7014170318416291 40.985115663975633993 -3872.2951906685270842 6.2012759934331844747
17000 373.48536611491050508 -111.15547505566213715 9917.4068681029402796 41.662854736014800494 -3872.045500726915634 6.1983337121338939468
18000 375.14681945334120883 292.08284181751128017 9916.3098636462418654 41.848192356628310051 -3871.3158867439919959 6.1990194107253868694
19000 382.66976427288943796 -691.00852506412866205 9921.6813274548985646 42.687388174296472698 -3871.2261055898788982 6.1956633456276568594
20000 381.11372877509927548 548.318602060827061 9916.4872434948247246 42.513810072474484514 -3870.1546403959473537 6.1989085265889549703
21000 383.09338661137923054 -1203.5442719417692388 9932.9126463567281462 42.734643883763808958 -3869.4534999991628865 6.188657800192940428
22000 383.85070787708514217 517.73088248431099601 9922.0969332282893447 42.819124210824050181 -3868.595294242084492 6.1954038285645038897
23000 388.02911073795962693 960.60405845000775571 9920.8408884535911056 43.285231339014991647 -3868.1534279397374121 6.1961882081038508474
24000 395.5319884447720824 -1272.1726880150552006 9936.9402112972675241 44.122188640053757069 -3868.1190895556483156 6.1861494605375693112
25000 400.15800869295333086 237.34610139078159818 9926.3970914206729503 44.63822816152335804 -3867.6579579025083149 6.1927199528054384103
26000 408.0761157389919731 1165.0074403173002793 9921.6623199663463311 45.52150492032902207 -3867.6713119717232985 6.1956752150096532361
27000 404.28914148497256065 432.18034541371872592 9931.0170530530685937 45.099062242385663524 -3866.383013380534976 6.1898390667462068748
28000 410.66192656428381724 -567.56207964401266963 9939.6610441201028152 45.809956009884700734 -3866.1821380369310646 6.1844560950973912483
29000 404.06961136922609512 1324.3722690175686694 9930.5862676601027488 45.074573327551682667 -3864.4636126276191135 6.1901075798211540047
30000 408.01976676771568009 266.59269743410266074 9938.5063065490267036 45.515219107770342077 -3864.0241079102411277 6.1851746561758274012
31000 414.97344783905606391 403.03284143314647281 9937.5491167809886974 46.290912697507124562 -3863.8589663124639628 6.1857704153338293196
32000 429.25584735188294871 1129.0906039470353335 9934.2032218753774941 47.884135860102347237 -3864.4889031918746696 6.1878538172189827549
33000 428.72201148366929147 1286.1381092150929817 9938.3206973895012197 47.824585665508067223 -3863.5833779152326315 6.1852901711712080512
34000 446.69337742601140917 722.53763920162941758 9936.8553122243247344 49.829318585708207934 -3864.5945000101846745 6.1862023141152633343
35000 446.85559429443372892 150.35238303526045911 9945.1091305537447624 49.847414121539003418 -3863.7373301371935668 6.1810681532549391903
36000 465.56911659642270251 -598.92421409417863742 9947.1817809669391863 51.934935700703263706 -3864.7899730741855819 6.179780231334548013
37000 451.64958960023716372 -769.39639520534660733 9951.5831124463675224 50.382191513511507708 -3862.4005647408139339 6.1770470721014101301
38000 443.40334779956327793 1550.3158354558847805 9947.1004507398483838 49.462310828939180851 -3860.6273664110071877 6.1798307589161352027
39000 455.38058374220219093 783.50131984416964315 9948.7906601597896952 50.798389525697565716 -3861.0166170618640535 6.1787808616452846167
40000 458.47150514181316794 -565.36620677992436867 9957.9022286216877546 51.143186460078155164 -3860.4159962658172844 6.1731272226016988824
41000 432.54192017687211091 2611.2476944775503398 9950.9061038696872856 48.250702229713112956 -3856.7709747099888773 6.1774673266795074866
42000 467.7384696987079451 2291.6619548866419791 9946.5903106933237723 52.176930304432460161 -3859.7738055049021568 6.1801477096552721591
