2.57977 -3.68409779542777
2.58977 -3.74660183487019
2.59977 -3.8053324027609
2.60977 -3.86036317652027
2.61977 -3.91176936398037
2.62977 -3.95962887587
2.63977 -4.0040231464506
2.64977 -4.04503763012574
2.65977 -4.08276199245683
2.66977 -4.11729047363658
2.67977 -4.14872269148166
2.68977 -4.17716355288033
2.69977 -4.20272275223049
2.70977 -4.22551392323866
2.71977 -4.24565370879772
2.72977 -4.26326080580603
2.73977 -4.27845505273837
2.74977 -4.29135648755941
2.75977 -4.30208445330733
2.76977 -4.31075672122897
2.77977 -4.31748842326288
2.78977 -4.32239089991548
2.79977 -4.32557101643907
2.80977 -4.32713064115744
2.81977 -4.32716620688697
2.82977 -4.32576835910292
2.83977 -4.32302166833436
