# Chunk-averaged data for fix 14 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
250000 52 864
  1 -0.493565 18 0.0778786
  2 0.206435 15 0.0648988
  3 0.906435 17 0.073552
  4 1.60644 21 0.0908583
  5 2.30644 10 0.0432659
  6 3.00644 19 0.0822051
  7 3.70644 19 0.0822051
  8 4.40644 13 0.0562456
  9 5.10644 18 0.0778786
  10 5.80644 15 0.0648988
  11 6.50644 17 0.073552
  12 7.20644 15 0.0648988
  13 7.90644 17 0.073552
  14 8.60644 18 0.0778786
  15 9.30644 16 0.0692254
  16 10.0064 15 0.0648988
  17 10.7064 16 0.0692254
  18 11.4064 21 0.0908583
  19 12.1064 17 0.073552
  20 12.8064 15 0.0648988
  21 13.5064 18 0.0778786
  22 14.2064 22 0.0951849
  23 14.9064 13 0.0562456
  24 15.6064 16 0.0692254
  25 16.3064 18 0.0778786
  26 17.0064 18 0.0778786
  27 17.7064 16 0.0692254
  28 18.4064 16 0.0692254
  29 19.1064 18 0.0778786
  30 19.8064 17 0.073552
  31 20.5064 15 0.0648988
  32 21.2064 15 0.0648988
  33 21.9064 21 0.0908583
  34 22.6064 17 0.073552
  35 23.3064 13 0.0562456
  36 24.0064 20 0.0865317
  37 24.7064 14 0.0605722
  38 25.4064 21 0.0908583
  39 26.1064 12 0.051919
  40 26.8064 17 0.073552
  41 27.5064 20 0.0865317
  42 28.2064 16 0.0692254
  43 28.9064 14 0.0605722
  44 29.6064 14 0.0605722
  45 30.3064 20 0.0865317
  46 31.0064 15 0.0648988
  47 31.7064 19 0.0822051
  48 32.4064 12 0.051919
  49 33.1064 21 0.0908583
  50 33.8064 13 0.0562456
  51 34.5064 13 0.0562456
  52 35.2064 18 0.0778786
