step temp press vol ke pe density
150000 396.0732877269173855 -3417.8447254787729435 15613.352376581795397 70.190388615627256286 -5967.7122005118162633 8.5993486832025958222
151000 398.24585217091674849 -3000.2095162850523593 15609.83071424703121 70.575401054845201543 -5968.2307346143370523 8.6012887428301159076
152000 394.59088315155594273 176.14192575782161043 15581.525496501964881 69.927683312203853916 -5967.811522193044766 8.6169137437845257921
153000 411.003610878853749 2319.3745747489670066 15567.437063963718174 72.836275669019897805 -5966.031275684398679 8.6247119964749590082
154000 392.93736150383699623 2255.275638007773523 15561.416473822657281 69.634653384071555138 -5968.103150692334566 8.6280488299889785964
155000 400.61690604888866574 -367.27836639583989609 15601.215460584422544 70.995588929868432615 -5962.3926942006455647 8.6060385191877362132
156000 388.32155421439165366 -4137.9861259697827336 15622.015149502271015 68.816660054401737057 -5966.5938021311794728 8.5945801431523101144
157000 392.20600935846744051 -3062.8593323758100269 15617.289918995053085 69.505046331818746808 -5964.8540557315191109 8.5971805541390953209
158000 403.64162445051192663 1706.6168775226251455 15578.317806770734023 71.531616394081453336 -5964.7321008289854944 8.6186880294342138598
159000 392.48790112716386602 1675.7926802592705826 15566.499472744211744 69.555001967317167555 -5968.2896213764233835 8.6252314744894498233
160000 404.45459200964194224 2068.5910020423448259 15574.788310908119456 71.675686975651643706 -5964.8750300704759866 8.6206411618385718754
161000 392.4096108957134561 -849.06948707534206733 15590.721795446976103 69.541127712373480563 -5968.0301602324334453 8.6118309954800587036
162000 409.08894097448961702 -3274.0781575610058098 15619.62574187352584 72.496966180543054747 -5965.7318137808315441 8.5958948965080743676
163000 399.43916194562973487 -4270.4505255200938336 15619.929712320807084 70.786874232717465816 -5968.7993037043306686 8.5957276167530061173
164000 397.70155210566821324 -42.362998664495812307 15577.203623970744957 70.478942560200025014 -5970.0616577319360658 8.6193044939931091619
165000 400.91589312416238045 1622.0986025341364893 15572.268835172115359 71.04857412138424877 -5966.3602812420176633 8.6220359166084747926
166000 392.87705333375225791 915.640868625290409 15572.480405550379146 69.623965831979262475 -5968.3370562333202543 8.6219187761560363015
167000 399.10773644868402243 -914.42102263927290551 15594.081617585361528 70.728140444934780362 -5966.7637866537979789 8.6099755338286332318
168000 392.46852984787966534 -4685.2734621632034759 15628.542219985172778 69.551569073297116574 -5966.2892206744891155 8.5909907213383185365
169000 381.44933992446777893 -3897.2914463388465265 15616.10968352765849 67.598796071632449411 -5967.7607944398623658 8.5978303124729702489
