step temp press vol ke pe density
40000 1379.5164671526547409 963.32311174091523753 16307.949255555484342 244.47191954500871702 -5749.9763993437909448 8.2330806342310669521
41000 1410.6721781556193491 4029.6932258398701379 16229.64369298577185 249.9931993956257088 -5768.0395101506255742 8.2728039961816364212
42000 1406.558839528129738 723.84274518939366772 16241.788923793090362 249.2642513809082061 -5773.8876363790259347 8.2666177863725600616
43000 1399.0602776247560541 1426.3652737078282371 16295.901756590244986 247.93538879318677459 -5751.2232401342898811 8.2391673198225223729
44000 1377.6998387365661074 852.06416136598863886 16263.678242980218783 244.14998454346584822 -5766.1942041774636891 8.255491727886866471
45000 1375.0873172558710849 -4029.4420700038981522 16317.906675344191171 243.68700482814838892 -5761.8494543843962674 8.2280566908012886529
46000 1401.1400487179969332 -141.88651209627533945 16256.785986649108963 248.3039567976182127 -5773.2458094217345206 8.2589917410613438165
47000 1424.4088337579526069 8209.9231462945390376 16148.97917048992349 252.42754986783324966 -5781.1017104603251937 8.3141268424748044907
48000 1399.4191874043358439 -2148.234040469503725 16307.367016112451893 247.99899322622295017 -5760.9556554602704637 8.2333745887534721675
49000 1428.3707039331236501 -6232.9796775557470028 16324.610414991326252 253.12965530098639988 -5770.2186612089417395 8.2246778199765167017
50000 1381.8806967458656345 3464.293687633258287 16243.882747421950626 244.89089804991220944 -5761.1718135166483989 8.2655522258830504967
51000 1409.899166507467271 896.07139372778999586 16298.26893280170043 249.85620962714224902 -5755.0208821030018953 8.237970655258813224
52000 1386.8400611969273086 3704.4155084657859334 16219.927845738271571 245.76977508831163277 -5771.2156243658428139 8.277759462118345013
53000 1408.4411992188915974 -8231.369669966161382 16364.708577522400446 249.59783499359573966 -5760.9202367555299134 8.2045250340940878431
54000 1388.67095923583679 -5204.1896287801127983 16343.316384041290803 246.09423889046342993 -5757.5702968527539269 8.2152641511022697074
55000 1344.4793965024641693 3675.3986900335776227 16236.940540772082386 238.26280198748824546 -5763.5016962352428891 8.2690862150285600052
56000 1431.7940454660110845 6461.7776169267599471 16234.311237221189003 253.73632502601734018 -5758.6454086195253694 8.2704254734319562203
57000 1427.8953524332478082 -550.5026038329219773 16260.751175413119199 253.04541557177674349 -5770.9914115700166803 8.2569777835940403321
58000 1375.1682379276444408 -4565.406914388214318 16319.469844438996006 243.70134523830682838 -5763.6303350477683125 8.2272685620169614396
59000 1432.3502228403319805 -498.72367394652866324 16276.791548011105988 253.83488836581452119 -5767.2823464973225782 8.2488407376786039293
60000 1421.948164874831491 5062.9805900309329445 16208.123434446499232 251.99148081063458449 -5773.5476235670075766 8.283788172206863365
61000 1396.1985169084473455 3028.4067349426854889 16243.416401050628338 247.42823998253246032 -5763.0796786610953859 8.2657895288119629384
62000 1385.3896025351557455 -393.7195783854863862 16266.921512160690327 245.51273110101081443 -5767.8514691178916109 8.2538457629837544971
63000 1393.0469430512710005 -6130.1644052335814195 16339.84379735244147 246.86973174519184226 -5761.720815671352284 8.2170100807017387723
64000 1440.1000910046582248 -2901.7805672685835816 16314.090270251777838 255.20828635812995344 -5762.6137038829174344 8.2299815052981593055
65000 1443.6831774700312963 1950.7086597754371269 16238.825215541826765 255.84326538661051131 -5773.078544729440182 8.2681265065551041715
66000 1364.9326901931026441 6862.0994530651314562 16207.213549529627926 241.88744590340235163 -5763.6618176215706626 8.2842532301817826124
67000 1359.940666620089587 -3638.8736032641022575 16309.488142764226723 241.00278115719063976 -5766.4999375407596744 8.2323037991541063718
68000 1405.3993197248114484 -6727.4128155625958243 16346.579213695727958 249.05876631507734942 -5761.4054143445446243 8.2136243580213541549
69000 1336.044925722835842 2546.6722299074313014 16247.121583352825837 236.76808169168921836 -5763.9984110641889856 8.2639045021677830505
70000 1424.6097102777434884 5245.8755907131462664 16205.939507236897043 252.46314833262442789 -5772.3531312004515712 8.2849045030669028478
