# Chunk-averaged data for fix 14 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
100000 56 1728
  1 -2.3062 28 0.0711785
  2 -1.4362 29 0.0737206
  3 -0.566201 39 0.0991415
  4 0.303799 24 0.0610101
  5 1.1738 33 0.083889
  6 2.0438 33 0.083889
  7 2.9138 26 0.0660943
  8 3.7838 36 0.0915152
  9 4.6538 28 0.0711785
  10 5.5238 36 0.0915152
  11 6.3938 28 0.0711785
  12 7.2638 35 0.0889731
  13 8.1338 27 0.0686364
  14 9.0038 37 0.0940573
  15 9.8738 27 0.0686364
  16 10.7438 33 0.083889
  17 11.6138 35 0.0889731
  18 12.4838 28 0.0711785
  19 13.3538 35 0.0889731
  20 14.2238 28 0.0711785
  21 15.0938 35 0.0889731
  22 15.9638 30 0.0762627
  23 16.8338 28 0.0711785
  24 17.7038 34 0.086431
  25 18.5738 31 0.0788048
  26 19.4438 32 0.0813469
  27 20.3138 26 0.0660943
  28 21.1838 33 0.083889
  29 22.0538 32 0.0813469
  30 22.9238 33 0.083889
  31 23.7938 32 0.0813469
  32 24.6638 30 0.0762627
  33 25.5338 35 0.0889731
  34 26.4038 30 0.0762627
  35 27.2738 29 0.0737206
  36 28.1438 31 0.0788048
  37 29.0138 32 0.0813469
  38 29.8838 28 0.0711785
  39 30.7538 32 0.0813469
  40 31.6238 32 0.0813469
  41 32.4938 29 0.0737206
  42 33.3638 33 0.083889
  43 34.2338 29 0.0737206
  44 35.1038 31 0.0788048
  45 35.9738 30 0.0762627
  46 36.8438 32 0.0813469
  47 37.7138 29 0.0737206
  48 38.5838 33 0.083889
  49 39.4538 31 0.0788048
  50 40.3238 34 0.086431
  51 41.1938 32 0.0813469
  52 42.0638 31 0.0788048
  53 42.9338 33 0.083889
  54 43.8038 27 0.0686364
  55 44.6738 35 0.0889731
  56 45.5438 9 0.0228788
