# Chunk-averaged data for fix 14 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
0 49 1728
  1 0.435 72 0.18303
  2 1.305 0 0
  3 2.175 72 0.18303
  4 3.045 0 0
  5 3.915 72 0.18303
  6 4.785 0 0
  7 5.655 72 0.18303
  8 6.525 0 0
  9 7.395 72 0.18303
  10 8.265 0 0
  11 9.135 72 0.18303
  12 10.005 0 0
  13 10.875 72 0.18303
  14 11.745 0 0
  15 12.615 72 0.18303
  16 13.485 0 0
  17 14.355 72 0.18303
  18 15.225 0 0
  19 16.095 72 0.18303
  20 16.965 0 0
  21 17.835 72 0.18303
  22 18.705 0 0
  23 19.575 72 0.18303
  24 20.445 0 0
  25 21.315 72 0.18303
  26 22.185 0 0
  27 23.055 72 0.18303
  28 23.925 0 0
  29 24.795 72 0.18303
  30 25.665 0 0
  31 26.535 72 0.18303
  32 27.405 0 0
  33 28.275 72 0.18303
  34 29.145 0 0
  35 30.015 72 0.18303
  36 30.885 0 0
  37 31.755 72 0.18303
  38 32.625 0 0
  39 33.495 72 0.18303
  40 34.365 0 0
  41 35.235 72 0.18303
  42 36.105 0 0
  43 36.975 72 0.18303
  44 37.845 0 0
  45 38.715 72 0.18303
  46 39.585 0 0
  47 40.455 72 0.18303
  48 41.325 0 0
  49 42.195 0 0
10000 56 1728
  1 -2.36625 72 0.18303
  2 -1.49625 0 0
  3 -0.626253 72 0.18303
  4 0.243747 0 0
  5 1.11375 72 0.18303
  6 1.98375 0 0
  7 2.85375 72 0.18303
  8 3.72375 0 0
  9 4.59375 0 0
  10 5.46375 72 0.18303
  11 6.33375 0 0
  12 7.20375 72 0.18303
  13 8.07375 0 0
  14 8.94375 72 0.18303
  15 9.81375 0 0
  16 10.6837 0 0
  17 11.5537 72 0.18303
  18 12.4237 0 0
  19 13.2937 72 0.18303
  20 14.1637 0 0
  21 15.0337 72 0.18303
  22 15.9037 0 0
  23 16.7737 0 0
  24 17.6437 72 0.18303
  25 18.5137 0 0
  26 19.3837 72 0.18303
  27 20.2537 3 0.00762627
  28 21.1237 56 0.142357
  29 21.9937 15 0.0381313
  30 22.8637 38 0.0965994
  31 23.7337 29 0.0737206
  32 24.6037 28 0.0711785
  33 25.4737 36 0.0915152
  34 26.3437 24 0.0610101
  35 27.2137 39 0.0991415
  36 28.0837 25 0.0635522
  37 28.9537 39 0.0991415
  38 29.8237 24 0.0610101
  39 30.6937 34 0.086431
  40 31.5637 28 0.0711785
  41 32.4337 36 0.0915152
  42 33.3037 26 0.0660943
  43 34.1737 37 0.0940573
  44 35.0437 36 0.0915152
  45 35.9137 31 0.0788048
  46 36.7837 25 0.0635522
  47 37.6537 34 0.086431
  48 38.5237 26 0.0660943
  49 39.3937 38 0.0965994
  50 40.2637 24 0.0610101
  51 41.1337 40 0.101684
  52 42.0037 24 0.0610101
  53 42.8737 31 0.0788048
  54 43.7437 38 0.0965994
  55 44.6137 0 0
  56 45.4837 0 0
20000 56 1728
  1 -2.34766 72 0.18303
  2 -1.47766 0 0
  3 -0.607663 72 0.18303
  4 0.262337 0 0
  5 1.13234 72 0.18303
  6 2.00234 0 0
  7 2.87234 72 0.18303
  8 3.74234 0 0
  9 4.61234 0 0
  10 5.48234 72 0.18303
  11 6.35234 0 0
  12 7.22234 72 0.18303
  13 8.09234 0 0
  14 8.96234 72 0.18303
  15 9.83234 0 0
  16 10.7023 0 0
  17 11.5723 72 0.18303
  18 12.4423 0 0
  19 13.3123 72 0.18303
  20 14.1823 0 0
  21 15.0523 72 0.18303
  22 15.9223 0 0
  23 16.7923 0 0
  24 17.6623 72 0.18303
  25 18.5323 0 0
  26 19.4023 72 0.18303
  27 20.2723 5 0.0127104
  28 21.1423 56 0.142357
  29 22.0123 18 0.0457576
  30 22.8823 36 0.0915152
  31 23.7523 32 0.0813469
  32 24.6223 31 0.0788048
  33 25.4923 35 0.0889731
  34 26.3623 22 0.055926
  35 27.2323 39 0.0991415
  36 28.1023 26 0.0660943
  37 28.9723 34 0.086431
  38 29.8423 31 0.0788048
  39 30.7123 26 0.0660943
  40 31.5823 33 0.083889
  41 32.4523 33 0.083889
  42 33.3223 30 0.0762627
  43 34.1923 30 0.0762627
  44 35.0623 31 0.0788048
  45 35.9323 35 0.0889731
  46 36.8023 27 0.0686364
  47 37.6723 31 0.0788048
  48 38.5423 30 0.0762627
  49 39.4123 40 0.101684
  50 40.2823 20 0.0508418
  51 41.1523 41 0.104226
  52 42.0223 23 0.0584681
  53 42.8923 25 0.0635522
  54 43.7623 44 0.111852
  55 44.6323 0 0
  56 45.5023 0 0
30000 56 1728
  1 -2.42679 72 0.18303
  2 -1.55679 0 0
  3 -0.686789 72 0.18303
  4 0.183211 0 0
  5 1.05321 72 0.18303
  6 1.92321 0 0
  7 2.79321 72 0.18303
  8 3.66321 0 0
  9 4.53321 0 0
  10 5.40321 72 0.18303
  11 6.27321 0 0
  12 7.14321 72 0.18303
  13 8.01321 0 0
  14 8.88321 72 0.18303
  15 9.75321 0 0
  16 10.6232 0 0
  17 11.4932 72 0.18303
  18 12.3632 0 0
  19 13.2332 72 0.18303
  20 14.1032 0 0
  21 14.9732 72 0.18303
  22 15.8432 0 0
  23 16.7132 0 0
  24 17.5832 72 0.18303
  25 18.4532 0 0
  26 19.3232 72 0.18303
  27 20.1932 1 0.00254209
  28 21.0632 57 0.144899
  29 21.9332 18 0.0457576
  30 22.8032 32 0.0813469
  31 23.6732 34 0.086431
  32 24.5432 30 0.0762627
  33 25.4132 31 0.0788048
  34 26.2832 26 0.0660943
  35 27.1532 38 0.0965994
  36 28.0232 32 0.0813469
  37 28.8932 25 0.0635522
  38 29.7632 35 0.0889731
  39 30.6332 30 0.0762627
  40 31.5032 33 0.083889
  41 32.3732 36 0.0915152
  42 33.2432 23 0.0584681
  43 34.1132 35 0.0889731
  44 34.9832 25 0.0635522
  45 35.8532 40 0.101684
  46 36.7232 25 0.0635522
  47 37.5932 34 0.086431
  48 38.4632 28 0.0711785
  49 39.3332 28 0.0711785
  50 40.2032 33 0.083889
  51 41.0732 27 0.0686364
  52 41.9432 37 0.0940573
  53 42.8132 20 0.0508418
  54 43.6832 51 0.129647
  55 44.5532 0 0
  56 45.4232 0 0
40000 56 1728
  1 -2.24825 72 0.18303
  2 -1.37825 0 0
  3 -0.508254 72 0.18303
  4 0.361746 0 0
  5 1.23175 72 0.18303
  6 2.10175 0 0
  7 2.97175 72 0.18303
  8 3.84175 0 0
  9 4.71175 0 0
  10 5.58175 72 0.18303
  11 6.45175 0 0
  12 7.32175 72 0.18303
  13 8.19175 0 0
  14 9.06175 72 0.18303
  15 9.93175 0 0
  16 10.8017 0 0
  17 11.6717 72 0.18303
  18 12.5417 0 0
  19 13.4117 72 0.18303
  20 14.2817 0 0
  21 15.1517 72 0.18303
  22 16.0217 0 0
  23 16.8917 72 0.18303
  24 17.7617 0 0
  25 18.6317 0 0
  26 19.5017 72 0.18303
  27 20.3717 6 0.0152525
  28 21.2417 56 0.142357
  29 22.1117 14 0.0355893
  30 22.9817 36 0.0915152
  31 23.8517 36 0.0915152
  32 24.7217 28 0.0711785
  33 25.5917 35 0.0889731
  34 26.4617 30 0.0762627
  35 27.3317 29 0.0737206
  36 28.2017 36 0.0915152
  37 29.0717 31 0.0788048
  38 29.9417 33 0.083889
  39 30.8117 31 0.0788048
  40 31.6817 31 0.0788048
  41 32.5517 34 0.086431
  42 33.4217 29 0.0737206
  43 34.2917 29 0.0737206
  44 35.1617 38 0.0965994
  45 36.0317 24 0.0610101
  46 36.9017 34 0.086431
  47 37.7717 28 0.0711785
  48 38.6417 30 0.0762627
  49 39.5117 37 0.0940573
  50 40.3817 23 0.0584681
  51 41.2517 40 0.101684
  52 42.1217 20 0.0508418
  53 42.9917 38 0.0965994
  54 43.8617 28 0.0711785
  55 44.7317 0 0
  56 45.6017 0 0
50000 56 1728
  1 -2.26496 72 0.18303
  2 -1.39496 0 0
  3 -0.524964 72 0.18303
  4 0.345036 0 0
  5 1.21504 72 0.18303
  6 2.08504 0 0
  7 2.95504 72 0.18303
  8 3.82504 0 0
  9 4.69504 0 0
  10 5.56504 72 0.18303
  11 6.43504 0 0
  12 7.30504 72 0.18303
  13 8.17504 0 0
  14 9.04504 72 0.18303
  15 9.91504 0 0
  16 10.785 0 0
  17 11.655 72 0.18303
  18 12.525 0 0
  19 13.395 72 0.18303
  20 14.265 0 0
  21 15.135 72 0.18303
  22 16.005 0 0
  23 16.875 72 0.18303
  24 17.745 0 0
  25 18.615 0 0
  26 19.485 72 0.18303
  27 20.355 7 0.0177946
  28 21.225 55 0.139815
  29 22.095 17 0.0432155
  30 22.965 39 0.0991415
  31 23.835 30 0.0762627
  32 24.705 29 0.0737206
  33 25.575 36 0.0915152
  34 26.445 32 0.0813469
  35 27.315 31 0.0788048
  36 28.185 29 0.0737206
  37 29.055 28 0.0711785
  38 29.925 31 0.0788048
  39 30.795 29 0.0737206
  40 31.665 38 0.0965994
  41 32.535 32 0.0813469
  42 33.405 31 0.0788048
  43 34.275 26 0.0660943
  44 35.145 28 0.0711785
  45 36.015 38 0.0965994
  46 36.885 30 0.0762627
  47 37.755 30 0.0762627
  48 38.625 28 0.0711785
  49 39.495 34 0.086431
  50 40.365 29 0.0737206
  51 41.235 39 0.0991415
  52 42.105 20 0.0508418
  53 42.975 43 0.10931
  54 43.845 25 0.0635522
  55 44.715 0 0
  56 45.585 0 0
60000 56 1728
  1 -2.43419 72 0.18303
  2 -1.56419 0 0
  3 -0.694195 72 0.18303
  4 0.175805 0 0
  5 1.04581 72 0.18303
  6 1.91581 0 0
  7 2.78581 72 0.18303
  8 3.65581 0 0
  9 4.52581 0 0
  10 5.39581 72 0.18303
  11 6.26581 0 0
  12 7.13581 72 0.18303
  13 8.00581 0 0
  14 8.87581 72 0.18303
  15 9.74581 0 0
  16 10.6158 0 0
  17 11.4858 72 0.18303
  18 12.3558 0 0
  19 13.2258 72 0.18303
  20 14.0958 0 0
  21 14.9658 72 0.18303
  22 15.8358 0 0
  23 16.7058 0 0
  24 17.5758 72 0.18303
  25 18.4458 0 0
  26 19.3158 72 0.18303
  27 20.1858 1 0.00254209
  28 21.0558 56 0.142357
  29 21.9258 16 0.0406734
  30 22.7958 38 0.0965994
  31 23.6658 31 0.0788048
  32 24.5358 31 0.0788048
  33 25.4058 27 0.0686364
  34 26.2758 37 0.0940573
  35 27.1458 25 0.0635522
  36 28.0158 37 0.0940573
  37 28.8858 22 0.055926
  38 29.7558 37 0.0940573
  39 30.6258 29 0.0737206
  40 31.4958 28 0.0711785
  41 32.3658 36 0.0915152
  42 33.2358 29 0.0737206
  43 34.1058 39 0.0991415
  44 34.9758 26 0.0660943
  45 35.8458 32 0.0813469
  46 36.7158 29 0.0737206
  47 37.5858 30 0.0762627
  48 38.4558 34 0.086431
  49 39.3258 31 0.0788048
  50 40.1958 24 0.0610101
  51 41.0658 36 0.0915152
  52 41.9358 30 0.0762627
  53 42.8058 22 0.055926
  54 43.6758 50 0.127104
  55 44.5458 1 0.00254209
  56 45.4158 0 0
70000 56 1728
  1 -2.23116 72 0.18303
  2 -1.36116 0 0
  3 -0.491164 72 0.18303
  4 0.378836 0 0
  5 1.24884 72 0.18303
  6 2.11884 0 0
  7 2.98884 72 0.18303
  8 3.85884 0 0
  9 4.72884 0 0
  10 5.59884 72 0.18303
  11 6.46884 0 0
  12 7.33884 72 0.18303
  13 8.20884 0 0
  14 9.07884 72 0.18303
  15 9.94884 0 0
  16 10.8188 0 0
  17 11.6888 72 0.18303
  18 12.5588 0 0
  19 13.4288 72 0.18303
  20 14.2988 0 0
  21 15.1688 72 0.18303
  22 16.0388 0 0
  23 16.9088 72 0.18303
  24 17.7788 0 0
  25 18.6488 0 0
  26 19.5188 72 0.18303
  27 20.3888 4 0.0101684
  28 21.2588 58 0.147441
  29 22.1288 17 0.0432155
  30 22.9988 37 0.0940573
  31 23.8688 31 0.0788048
  32 24.7388 33 0.083889
  33 25.6088 31 0.0788048
  34 26.4788 30 0.0762627
  35 27.3488 33 0.083889
  36 28.2188 24 0.0610101
  37 29.0888 42 0.106768
  38 29.9588 20 0.0508418
  39 30.8288 31 0.0788048
  40 31.6988 36 0.0915152
  41 32.5688 24 0.0610101
  42 33.4388 42 0.106768
  43 34.3088 22 0.055926
  44 35.1788 38 0.0965994
  45 36.0488 32 0.0813469
  46 36.9188 29 0.0737206
  47 37.7888 39 0.0991415
  48 38.6588 28 0.0711785
  49 39.5288 33 0.083889
  50 40.3988 28 0.0711785
  51 41.2688 39 0.0991415
  52 42.1388 20 0.0508418
  53 43.0088 41 0.104226
  54 43.8788 22 0.055926
  55 44.7488 0 0
  56 45.6188 0 0
80000 56 1728
  1 -2.44704 72 0.18303
  2 -1.57704 0 0
  3 -0.707036 72 0.18303
  4 0.162964 0 0
  5 1.03296 72 0.18303
  6 1.90296 0 0
  7 2.77296 72 0.18303
  8 3.64296 0 0
  9 4.51296 0 0
