# Chunk-averaged data for fix 14 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
100000 50 1728
  1 0.247526 24 0.0599484
  2 1.11753 26 0.0649441
  3 1.98753 46 0.114901
  4 2.85753 15 0.0374678
  5 3.72753 57 0.142377
  6 4.59753 1 0.00249785
  7 5.46753 71 0.177347
  8 6.33753 0 0
  9 7.20753 72 0.179845
  10 8.07753 0 0
  11 8.94753 72 0.179845
  12 9.81753 0 0
  13 10.6875 72 0.179845
  14 11.5575 0 0
  15 12.4275 72 0.179845
  16 13.2975 0 0
  17 14.1675 72 0.179845
  18 15.0375 0 0
  19 15.9075 72 0.179845
  20 16.7775 0 0
  21 17.6475 72 0.179845
  22 18.5175 0 0
  23 19.3875 72 0.179845
  24 20.2575 0 0
  25 21.1275 72 0.179845
  26 21.9975 0 0
  27 22.8675 72 0.179845
  28 23.7375 0 0
  29 24.6075 72 0.179845
  30 25.4775 0 0
  31 26.3475 70 0.17485
  32 27.2175 2 0.0049957
  33 28.0875 64 0.159862
  34 28.9575 8 0.0199828
  35 29.8275 61 0.152369
  36 30.6975 11 0.0274764
  37 31.5675 42 0.10491
  38 32.4375 30 0.0749355
  39 33.3075 30 0.0749355
  40 34.1775 42 0.10491
  41 35.0475 16 0.0399656
  42 35.9175 56 0.13988
  43 36.7875 5 0.0124893
  44 37.6575 67 0.167356
  45 38.5275 5 0.0124893
  46 39.3975 67 0.167356
  47 40.2675 1 0.00249785
  48 41.1375 71 0.177347
  49 42.0075 0 0
  50 42.8775 48 0.119897
