step temp press vol ke pe density
150000 1291.5031860310623415 167.28479651097379133 16750.19826103952073 228.87458794833617048 -5598.5756609667623707 8.0157057909118911709
151000 1272.8844148344262521 -460.21876972262163008 16716.493875129621301 225.57505014477092686 -5611.1693611025821156 8.0318673402974987141
152000 1273.9642695020800147 1236.8968404840109088 16777.131812313160481 225.76641730110205231 -5588.3364952386154982 8.0028375947667385049
153000 1300.9473649804226625 2580.9357016955755171 16703.401137546381506 230.54824434262491195 -5605.6383965654995336 8.0381630120905640524
154000 1389.9895616498959043 8000.4040982564738442 16619.798650871551217 246.3279158859596123 -5615.62229849182404 8.0785973416648992895
155000 1295.6908329834236611 243.40242851509617594 16725.234626776080404 229.61670456179976441 -5605.5426947829409983 8.0276698172584826096
156000 1309.9416352243149504 -2955.3159184110218121 16723.756309643878922 232.14216986927655739 -5616.9468214818170964 8.0283794330650515292
157000 1289.3353603850471245 3338.9172850968952844 16716.134795598449273 228.4904152983248764 -5598.977804960802132 8.0320398729549733474
158000 1332.4486250995421415 1007.6595524441873977 16685.777427826782514 236.13076090750732305 -5616.7452653962891418 8.0466530121649793017
159000 1307.4561999509894576 -4263.6468316438877082 16769.619020495058066 231.70171181992185439 -5606.6155328080394611 8.0064228672007811127
160000 1308.7691356951088437 -7903.5722504338282306 16838.544791096250265 231.93438459277149377 -5598.5805836301251475 7.9736499124872226574
161000 1289.7164903381801651 -3091.9255588190580966 16751.079258539626608 228.55795749405587003 -5610.1351308367393358 8.0152842170745053352
162000 1294.6548777474649796 -171.16625761329362376 16761.481138824503432 229.43311707217719686 -5597.7344449867550793 8.0103100727143061732
163000 1285.5412065525213166 865.72624435499517404 16773.276033146448754 227.81803182732426194 -5593.3671943027620728 8.0046772577169882368
164000 1263.6871139530749133 -438.14897085491872986 16768.696452795567893 223.94514440994643678 -5596.7556243108820127 8.0068633586335238306
165000 1252.961962581123089 -2426.6095360135141163 16738.071062567461922 222.04447964388987202 -5608.6149147372316293 8.0215133929143362934
166000 1325.7199338387949865 5700.3253563723828847 16678.594488355854992 234.93833145290588504 -5604.483260196457195 8.0501184493497657257
167000 1303.62180481615178 3128.7684726154798227 16705.399335642214282 231.0221969600212617 -5604.7880204936491282 8.0372015360011861418
168000 1297.0167481205774038 -5558.9252366877844906 16773.328339572748519 229.85167748633671181 -5610.2435327860584948 8.0046522957027370637
